Algorithm;Instance_name;Instance_size;Number_of_executions;Execution_time;Execution_steps;Final_cost;Initial_quality;Best_known_cost;Similarity;Number_of_improvements;Quality;Initial_to_final_execution_ratio
greedy;ry48p;48;100;41.8829;15024;19727;2.6535848009984746;14422;0.3541666666666667;135;0.3678407987796422;2.671059968570994
greedy;ry48p;48;100;23.0007;11090;20089;3.0404936901955346;14422;0.2916666666666667;150;0.392941339620025;2.9006919209517648
greedy;ry48p;48;100;9.089699999999999;5293;20564;2.9624878657606435;14422;0.16666666666666666;111;0.4258771321592012;2.7789826881929587
greedy;ry48p;48;100;12.4652;6210;19799;2.6906115656635694;14422;0.3541666666666667;125;0.37283317154347523;2.6883175917975657
greedy;ry48p;48;100;28.8623;11688;19874;3.0332824850922204;14422;0.5;137;0.37803355983913467;2.926839086243333
greedy;ry48p;48;100;14.807;7259;18088;2.9534045208708917;14422;0.25;147;0.25419497989183193;3.1521450685537373
greedy;ry48p;48;100;11.3917;6479;20959;2.2634863403134102;14422;0.2916666666666667;122;0.4532658438496741;2.2456224056491245
greedy;ry48p;48;100;14.821000000000002;8509;20555;2.9225488836499793;14422;0.2916666666666667;124;0.4252530855637221;2.7521770858671855
greedy;ry48p;48;100;8.7734;5340;18628;2.8007211205103313;14422;0.3125;120;0.2916377756205797;2.9425595877174144
greedy;ry48p;48;100;12.6388;7796;19048;2.758216613507142;14422;0.3541666666666667;155;0.32075995007627234;2.8454955900881984
greedy;ry48p;48;100;14.9204;10241;19906;2.756413812231313;14422;0.1875;139;0.380252392178616;2.7215412438460764
greedy;ry48p;48;100;9.4954;6175;22529;2.9604770489529884;14422;0.1875;134;0.5621273055054777;2.535310044831107
greedy;ry48p;48;100;11.688799999999999;6278;20244;2.7896962973235335;14422;0.2916666666666667;119;0.40368880876438773;2.699812290061253
greedy;ry48p;48;100;11.803299999999998;6583;19826;3.0122035778671474;14422;0.25;157;0.37470531132991264;2.918591748209422
greedy;ry48p;48;100;13.4398;7316;23343;2.7946886700873663;14422;0.3333333333333333;129;0.6185688531410345;2.344471576061346
greedy;ry48p;48;100;10.0816;5235;22312;2.8171543475246152;14422;0.2708333333333333;117;0.5470808487033698;2.467326998924346
greedy;ry48p;48;100;7.9498999999999995;4419;20569;2.379697684093746;14422;0.22916666666666666;95;0.4262238247122452;2.369682531965579
greedy;ry48p;48;100;20.072400000000002;7338;21992;2.7489945915961727;14422;0.20833333333333334;119;0.5248925253085563;2.4585303746817027
greedy;ry48p;48;100;22.491400000000002;9561;20646;2.409929274719179;14422;0.2708333333333333;125;0.4315628900291222;2.381962607769059
greedy;ry48p;48;100;7.719799999999999;5096;19947;2.7070447926778534;14422;0.25;121;0.3830952711135765;2.6802526695743722
greedy;ry48p;48;100;14.435500000000001;8733;21682;2.6612813756760505;14422;0.3125;110;0.5033975870198308;2.4353380684438704
greedy;ry48p;48;100;10.7233;6692;18787;2.181458882263209;14422;0.4583333333333333;103;0.3026625988073776;2.442273912812051
greedy;ry48p;48;100;17.7015;11520;19252;2.518097351268895;14422;0.3333333333333333;142;0.33490500624046593;2.6354664450446705
greedy;ry48p;48;100;11.8521;6248;18992;3.099708778255443;14422;0.1875;118;0.31687699348218;3.113205560235889
greedy;ry48p;48;100;10.5126;6979;22779;2.5960338371931773;14422;0.2916666666666667;94;0.5794619331576758;2.276746125817639
greedy;ry48p;48;100;10.7101;6302;22132;2.3677021217584246;14422;0.1875;119;0.5345999167937873;2.194514729803
greedy;ry48p;48;100;13.021899999999999;7344;22798;2.82145333518236;14422;0.2916666666666667;119;0.5807793648592429;2.41744889902623
greedy;ry48p;48;100;13.552299999999999;7017;20970;2.6599639439744833;14422;0.2916666666666667;136;0.4540285674663708;2.517119694802098
greedy;ry48p;48;100;8.9248;6440;21239;2.6726528914158925;14422;0.3333333333333333;116;0.4726806268201359;2.4938556429210417
greedy;ry48p;48;100;10.0858;6521;17291;2.5757869920954097;14422;0.5;127;0.1989321869366246;2.982476432826326
greedy;ry48p;48;100;19.1962;13771;19044;2.86624601303564;14422;0.4166666666666667;144;0.3204825960338372;2.9279038017223273
greedy;ry48p;48;100;13.6282;10625;17435;2.6970600471501873;14422;0.4166666666666667;130;0.20891693246429066;3.058158875824491
greedy;ry48p;48;100;15.561;10809;19688;2.781445014561087;14422;0.22916666666666666;173;0.36513659686589933;2.770012190166599
greedy;ry48p;48;100;10.3334;7219;19512;2.5201081680765496;14422;0.3958333333333333;138;0.3529330189987519;2.6018347683476835
greedy;ry48p;48;100;11.5349;7225;24131;2.9362085702399114;14422;0.25;125;0.6732075995007627;2.3524926443164396
greedy;ry48p;48;100;12.732999999999999;8349;19191;2.7135626126750796;14422;0.20833333333333334;126;0.3306753570933296;2.790735240477307
greedy;ry48p;48;100;14.9513;7717;20115;2.572944113160449;14422;0.22916666666666666;107;0.3947441408958536;2.561720109371116
greedy;ry48p;48;100;16.5722;8924;18797;2.779850228817085;14422;0.375;156;0.3033559839134655;2.900090439963824
greedy;ry48p;48;100;19.2607;9443;18845;2.7021910969352376;14422;0.2916666666666667;133;0.30668423242268755;2.833271424781109
greedy;ry48p;48;100;26.1733;11614;21380;2.5762030231590627;14422;0.16666666666666666;144;0.48245735681597557;2.4123479887745556
greedy;ry48p;48;100;17.76;8328;17787;2.764179725419498;14422;0.20833333333333334;133;0.2333240881985855;3.052060493618935
greedy;ry48p;48;100;15.9853;8396;20381;2.5249618638191653;14422;0.3958333333333333;140;0.4131881847177923;2.494332957165988
greedy;ry48p;48;100;15.641200000000001;8359;20434;2.3970323117459436;14422;0.2916666666666667;125;0.41686312578005824;2.397572672995987
greedy;ry48p;48;100;10.379299999999999;6147;20962;2.8342809596449867;14422;0.3125;122;0.4534738593815005;2.6380116401106766
greedy;ry48p;48;100;11.0638;6491;20621;2.904312855359867;14422;0.3958333333333333;127;0.4298294272639024;2.7306144221909703
greedy;ry48p;48;100;16.2519;9811;20711;2.8152822077381776;14422;0.16666666666666666;124;0.43606989321869366;2.6567524503886824
greedy;ry48p;48;100;10.7524;6919;20011;2.9724726112883095;14422;0.20833333333333334;149;0.38753293579253917;2.8629753635500474
greedy;ry48p;48;100;12.4438;7614;23528;2.4794758008597975;14422;0.20833333333333334;112;0.631396477603661;2.132820469228154
greedy;ry48p;48;100;20.0154;9578;20878;3.0698238801830535;14422;0.20833333333333334;130;0.44764942449036194;2.811332503113325
greedy;ry48p;48;100;15.824100000000001;8226;19304;2.8229787824157535;14422;0.22916666666666666;134;0.33851060879212314;2.8561438043928717
greedy;ry48p;48;100;13.343900000000001;8095;19238;2.757800582443489;14422;0.2708333333333333;136;0.33393426709194285;2.817080777627612
greedy;ry48p;48;100;13.2328;8862;18386;2.164678962695881;14422;0.3541666666666667;120;0.27485785605325197;2.482377896225389
greedy;ry48p;48;100;10.2259;5394;20448;2.466301483844127;14422;0.3333333333333333;106;0.4178338649285813;2.4447867762128324
greedy;ry48p;48;100;25.5108;9281;21312;2.8000277354042433;14422;0.3958333333333333;132;0.4777423380945777;2.571509009009009
greedy;ry48p;48;100;15.938799999999999;8303;22909;2.922410206628762;14422;0.2708333333333333;134;0.5884759395368188;2.4692915448077173
greedy;ry48p;48;100;14.861600000000001;9549;19808;3.165164332270143;14422;0.3541666666666667;172;0.3734572181389544;3.032613085621971
greedy;ry48p;48;100;14.9187;9069;19087;2.8487033698516155;14422;0.25;148;0.32346415199001527;2.908052601246922
greedy;ry48p;48;100;26.5384;8326;21448;3.120371654416863;14422;0.16666666666666666;138;0.48717237553737347;2.770607982096233
greedy;ry48p;48;100;11.8811;6357;21331;2.7842878934960478;14422;0.25;108;0.4790597697961448;2.5585767193286766
greedy;ry48p;48;100;14.561;7235;20813;2.6689086118430176;14422;0.20833333333333334;124;0.44314242130079046;2.542305289963004
greedy;ry48p;48;100;15.906400000000001;8969;18157;2.9936208570239913;14422;0.3125;151;0.2589793371238386;3.1721099300545244
greedy;ry48p;48;100;14.8589;8749;21103;2.8528636804881433;14422;0.2916666666666667;116;0.46325058937734015;2.6330853433161163
greedy;ry48p;48;100;10.5924;6875;19179;3.045278047427541;14422;0.2916666666666667;142;0.3298432949660241;3.0419208509307056
greedy;ry48p;48;100;18.3158;11467;19982;2.5094300374427956;14422;0.3541666666666667;145;0.3855221189848842;2.5329296366730056
greedy;ry48p;48;100;12.234;7548;20857;2.87484398835113;14422;0.22916666666666666;119;0.4461933157675773;2.6793402694539004
greedy;ry48p;48;100;12.6803;7641;23213;2.3874635972819305;14422;0.25;109;0.6095548467618915;2.104596562271141
greedy;ry48p;48;100;12.745;8459;20550;2.8788656219664404;14422;0.1875;125;0.4249063930106781;2.722189781021898
greedy;ry48p;48;100;13.258600000000001;8549;22127;2.7634170018028015;14422;0.22916666666666666;122;0.5342532242407433;2.4529308085144845
greedy;ry48p;48;100;10.9917;5977;21165;2.8821245319650535;14422;0.375;124;0.46754957703508526;2.645310654382235
greedy;ry48p;48;100;9.709000000000001;6738;20835;2.5082512827624464;14422;0.16666666666666666;102;0.4446678685341839;2.428413726901848
greedy;ry48p;48;100;9.1936;5583;21605;2.498682568298433;14422;0.2708333333333333;102;0.49805852170295384;2.3354778986345752
greedy;ry48p;48;100;13.684899999999999;8658;21613;2.5300929136042156;14422;0.2916666666666667;119;0.49861322978782413;2.355573034747606
greedy;ry48p;48;100;14.736600000000001;9562;20096;2.957911524060463;14422;0.4375;133;0.3934267091942865;2.840416003184713
greedy;ry48p;48;100;13.341099999999999;8271;20866;2.6397170988767162;14422;0.16666666666666666;135;0.4468173623630564;2.515671427202147
greedy;ry48p;48;100;15.1572;9258;18856;2.8294272639023714;14422;0.3333333333333333;145;0.30744695603938427;2.928935086974968
greedy;ry48p;48;100;20.2939;11643;18293;2.5270420191374288;14422;0.5416666666666666;133;0.26840937456663433;2.780681134860329
greedy;ry48p;48;100;12.880600000000001;9110;20599;3.07405352933019;14422;0.3125;139;0.42830398003050896;2.8523714743434145
greedy;ry48p;48;100;17.0789;9786;21108;2.4414782970461792;14422;0.3541666666666667;113;0.46359728193038413;2.351383361758575
greedy;ry48p;48;100;24.625;12759;19369;2.6910275967272224;14422;0.22916666666666666;150;0.3430176119816946;2.748309153802468
greedy;ry48p;48;100;11.447600000000001;6859;20079;2.910345305782832;14422;0.10416666666666667;150;0.392247954513937;2.8086558095522687
greedy;ry48p;48;100;9.2868;7017;21611;2.7553737345721814;14422;0.22916666666666666;134;0.49847455276660657;2.5061311369210126
greedy;ry48p;48;100;14.4093;12279;18854;2.7987796422132853;14422;0.22916666666666666;155;0.3073082790181667;2.9058024822318873
greedy;ry48p;48;100;11.6758;9340;21538;2.8375398696436003;14422;0.2916666666666667;143;0.49341284149216474;2.5696443495217753
greedy;ry48p;48;100;6.475899999999999;7089;22052;2.6895714880044377;14422;0.22916666666666666;127;0.5290528359450839;2.412978414656267
greedy;ry48p;48;100;11.3461;8364;20208;3.264803772014977;14422;0.3125;136;0.4011926223824712;3.0436955661124308
greedy;ry48p;48;100;15.7551;12666;20041;2.783525169879351;14422;0.2708333333333333;136;0.38961309111080294;2.72271842722419
greedy;ry48p;48;100;11.1749;8287;20538;2.859520177506587;14422;0.4166666666666667;143;0.42407433088337265;2.710195734735612
greedy;ry48p;48;100;7.238600000000001;6908;20964;2.4408542504507005;14422;0.3125;100;0.4536125364027181;2.3671055142148445
greedy;ry48p;48;100;7.3449;6698;20108;3.367216752184163;14422;0.25;135;0.39425877132159204;3.132285657449771
greedy;ry48p;48;100;7.3407;6227;22261;2.994938288725558;14422;0.3125;130;0.5435445846623215;2.588158663132833
greedy;ry48p;48;100;6.5261;7044;21547;3.0502704201913744;14422;0.20833333333333334;132;0.4940368880876439;2.7109574418712583
greedy;ry48p;48;100;13.5592;10515;20686;2.7136319511856883;14422;0.22916666666666666;130;0.43433643045347387;2.5890940732862804
greedy;ry48p;48;100;10.4668;8543;18349;2.460546387463597;14422;0.2916666666666667;136;0.27229233116072665;2.719930241430051
greedy;ry48p;48;100;8.9447;7790;18609;2.9230342532242406;14422;0.4375;160;0.2903203439190126;3.0403568165941213
greedy;ry48p;48;100;6.6205;5652;21746;2.7531549022327;14422;0.3541666666666667;129;0.5078352516987935;2.4891014439437136
greedy;ry48p;48;100;10.3225;9372;21352;2.993967549577035;14422;0.25;126;0.4805158785189294;2.6976863994005247
greedy;ry48p;48;100;12.2447;11226;18040;2.837609208154209;14422;0.5;150;0.2508667313826099;3.067960088691796
greedy;ry48p;48;100;8.4512;6759;20235;3.0373041187075303;14422;0.25;128;0.40306476216890863;2.877489498393872
greedy;ry48p;48;100;8.5384;9043;19970;3.066426293163223;14422;0.25;158;0.3846900568575787;2.9367050575863796
greedy;ry48p;48;100;7.810499999999999;5928;19611;3.33525169879351;14422;0.25;127;0.35979753154902233;3.188159706287288
